"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
377,15,"AUS","Australia",6,"Northern Territory",377,"Palmerston","AU.NT.PA",NA,"","City","City","",""
378,15,"AUS","Australia",6,"Northern Territory",378,"Parap","",NA,"","Unknown","Unknown","",""
379,15,"AUS","Australia",6,"Northern Territory",379,"Petermann-Simpson","",NA,"","Unknown","Unknown","",""
380,15,"AUS","Australia",6,"Northern Territory",380,"Pine Creek","AU.NT.PC",NA,"","Community Government Council","Community Government Council","",""
381,15,"AUS","Australia",6,"Northern Territory",381,"Rapid Creek","",NA,"","Unknown","Unknown","",""
382,15,"AUS","Australia",6,"Northern Territory",382,"Sandover","",NA,"","Unknown","Unknown","",""
383,15,"AUS","Australia",6,"Northern Territory",383,"South Alligator","",NA,"","Unknown","Unknown","",""
384,15,"AUS","Australia",6,"Northern Territory",384,"Stuart Park","",NA,"","Unknown","Unknown","",""
385,15,"AUS","Australia",6,"Northern Territory",385,"Tableland","",NA,"","Unknown","Unknown","",""
386,15,"AUS","Australia",6,"Northern Territory",386,"Tanami","",NA,"","Unknown","Unknown","",""
387,15,"AUS","Australia",6,"Northern Territory",387,"Tapatijatjaka","AU.NT.TP",NA,"","Community Government Council","Community Government Council","","Tapatjatjaka"
388,15,"AUS","Australia",6,"Northern Territory",388,"Tennant Creek - Bal","",NA,"","Unknown","Unknown","",""
389,15,"AUS","Australia",6,"Northern Territory",389,"Tennant Creek","AU.NT.TC",NA,"","Town","Town","",""
390,15,"AUS","Australia",6,"Northern Territory",390,"Thamarrurr","",NA,"","Community Government Council","Community Government Council","",""
391,15,"AUS","Australia",6,"Northern Territory",391,"The Gardens","",NA,"","Unknown","Unknown","",""
392,15,"AUS","Australia",6,"Northern Territory",392,"Timber Creek","AU.NT.TM",NA,"","Community Government Council","Community Government Council","",""
393,15,"AUS","Australia",6,"Northern Territory",393,"Tiwi Islands","",NA,"","Unknown","Unknown","",""
394,15,"AUS","Australia",6,"Northern Territory",394,"Tiwi","",NA,"","Unknown","Unknown","",""
395,15,"AUS","Australia",6,"Northern Territory",395,"Victoria","",NA,"","Unknown","Unknown","",""
396,15,"AUS","Australia",6,"Northern Territory",396,"Wagaman","",NA,"","Unknown","Unknown","",""
397,15,"AUS","Australia",6,"Northern Territory",397,"Walingeri-Ngumpinku","AU.NT.WN",NA,"","Community Government Council","Community Government Council","","Walangeri Ngumpinku"
398,15,"AUS","Australia",6,"Northern Territory",398,"Wallace Rockhole","AU.NT.WR",NA,"","Community Government Council","Community Government Council","",""
399,15,"AUS","Australia",6,"Northern Territory",399,"Wanguri","",NA,"","Unknown","Unknown","",""
400,15,"AUS","Australia",6,"Northern Territory",400,"Watiyawanu","AU.NT.WA",NA,"","Community Government Council","Community Government Council","",""
401,15,"AUS","Australia",6,"Northern Territory",401,"West Arnhem","",NA,"","Unknown","Unknown","",""
402,15,"AUS","Australia",6,"Northern Territory",402,"Winnellie","",NA,"","Unknown","Unknown","",""
403,15,"AUS","Australia",6,"Northern Territory",403,"Woodroffe","",NA,"","Unknown","Unknown","",""
404,15,"AUS","Australia",6,"Northern Territory",404,"Wulagi","",NA,"","Unknown","Unknown","",""
405,15,"AUS","Australia",6,"Northern Territory",405,"Yuendumu","AU.NT.YU",NA,"","Community Government Council","Community Government Council","",""
406,15,"AUS","Australia",6,"Northern Territory",406,"Yugal Mangi","AU.NT.YM",NA,"","Community Government Council","Community Government Council","","Yugul Mangi"
407,15,"AUS","Australia",7,"Queensland",407,"Acacia Ridge","",NA,"","Unknown","Unknown","",""
408,15,"AUS","Australia",7,"Queensland",408,"Aitkenvale","",NA,"","Unknown","Unknown","",""
409,15,"AUS","Australia",7,"Queensland",409,"Albany Creek","",NA,"","Unknown","Unknown","",""
410,15,"AUS","Australia",7,"Queensland",410,"Albion","",NA,"","Unknown","Unknown","",""
411,15,"AUS","Australia",7,"Queensland",411,"Alderley","",NA,"","Unknown","Unknown","",""
412,15,"AUS","Australia",7,"Queensland",412,"Alexandra Hills","",NA,"","Unknown","Unknown","",""
413,15,"AUS","Australia",7,"Queensland",413,"Algester","",NA,"","Unknown","Unknown","",""
414,15,"AUS","Australia",7,"Queensland",414,"Annerley","",NA,"","Unknown","Unknown","",""
415,15,"AUS","Australia",7,"Queensland",415,"Anstead","",NA,"","Unknown","Unknown","",""
416,15,"AUS","Australia",7,"Queensland",416,"Aramac","AU.QL.AR",NA,"","Shire","Shire","",""
417,15,"AUS","Australia",7,"Queensland",417,"Archerfield","",NA,"","Unknown","Unknown","",""
418,15,"AUS","Australia",7,"Queensland",418,"Ascot","",NA,"","Unknown","Unknown","",""
419,15,"AUS","Australia",7,"Queensland",419,"Ashgrove","",NA,"","Unknown","Unknown","",""
420,15,"AUS","Australia",7,"Queensland",420,"Ashmore-Benowa","",NA,"","Unknown","Unknown","",""
421,15,"AUS","Australia",7,"Queensland",421,"Aspley","",NA,"","Unknown","Unknown","",""
422,15,"AUS","Australia",7,"Queensland",422,"Atherton","AU.QL.AT",NA,"","Shire","Shire","",""
423,15,"AUS","Australia",7,"Queensland",423,"Aurukun","AU.QL.AU",NA,"","Shire","Shire","",""
424,15,"AUS","Australia",7,"Queensland",424,"Badu","",NA,"","Unknown","Unknown","",""
425,15,"AUS","Australia",7,"Queensland",425,"Bald Hills","",NA,"","Unknown","Unknown","",""
426,15,"AUS","Australia",7,"Queensland",426,"Balmoral","",NA,"","Unknown","Unknown","",""
427,15,"AUS","Australia",7,"Queensland",427,"Balonne","AU.QL.BA",NA,"","Shire","Shire","",""
428,15,"AUS","Australia",7,"Queensland",428,"Bamaga","",NA,"","Unknown","Unknown","",""
429,15,"AUS","Australia",7,"Queensland",429,"Banana","AU.QL.BN",NA,"","Shire","Shire","",""
430,15,"AUS","Australia",7,"Queensland",430,"Banyo","",NA,"","Unknown","Unknown","",""
431,15,"AUS","Australia",7,"Queensland",431,"Barcaldine","AU.QL.BC",NA,"","Shire","Shire","",""
432,15,"AUS","Australia",7,"Queensland",432,"Barcoo","AU.QL.BQ",NA,"","Shire","Shire","",""
433,15,"AUS","Australia",7,"Queensland",433,"Bardon","",NA,"","Unknown","Unknown","",""
434,15,"AUS","Australia",7,"Queensland",434,"Bauhinia","AU.QL.BH",NA,"","Shire","Shire","",""
435,15,"AUS","Australia",7,"Queensland",435,"Beaudesert  - Pt A","",NA,"","Shire","Shire","",""
436,15,"AUS","Australia",7,"Queensland",436,"Beaudesert  - Pt B","",NA,"","Shire","Shire","",""
437,15,"AUS","Australia",7,"Queensland",437,"Beaudesert  - Pt C","",NA,"","Shire","Shire","",""
438,15,"AUS","Australia",7,"Queensland",438,"Beenleigh","",NA,"","Unknown","Unknown","",""
439,15,"AUS","Australia",7,"Queensland",439,"Bellbowrie","",NA,"","Unknown","Unknown","",""
440,15,"AUS","Australia",7,"Queensland",440,"Belmont-Mackenzie","",NA,"","Unknown","Unknown","",""
441,15,"AUS","Australia",7,"Queensland",441,"Belyando","AU.QL.BY",NA,"","Shire","Shire","",""
442,15,"AUS","Australia",7,"Queensland",442,"Bendemere","AU.QL.BM",NA,"","Shire","Shire","",""
443,15,"AUS","Australia",7,"Queensland",443,"Bethania-Waterford","",NA,"","Unknown","Unknown","",""
444,15,"AUS","Australia",7,"Queensland",444,"Biggenden","AU.QL.BI",NA,"","Shire","Shire","",""
445,15,"AUS","Australia",7,"Queensland",445,"Biggera Waters-Labrador","",NA,"","Unknown","Unknown","",""
446,15,"AUS","Australia",7,"Queensland",446,"Bilinga-Tugun","",NA,"","Unknown","Unknown","",""
447,15,"AUS","Australia",7,"Queensland",447,"Birkdale","",NA,"","Unknown","Unknown","",""
448,15,"AUS","Australia",7,"Queensland",448,"Blackall","AU.QL.BL",NA,"","Shire","Shire","",""
449,15,"AUS","Australia",7,"Queensland",449,"Boigu","",NA,"","Unknown","Unknown","",""
450,15,"AUS","Australia",7,"Queensland",450,"Boonah","AU.QL.BF",NA,"","Shire","Shire","",""
451,15,"AUS","Australia",7,"Queensland",451,"Boondall","",NA,"","Unknown","Unknown","",""
452,15,"AUS","Australia",7,"Queensland",452,"Booringa","AU.QL.BG",NA,"","Shire","Shire","",""
453,15,"AUS","Australia",7,"Queensland",453,"Boulia","AU.QL.BO",NA,"","Shire","Shire","",""
454,15,"AUS","Australia",7,"Queensland",454,"Bowen Hills","",NA,"","Unknown","Unknown","",""
455,15,"AUS","Australia",7,"Queensland",455,"Bowen","AU.QL.BW",NA,"","Shire","Shire","",""
456,15,"AUS","Australia",7,"Queensland",456,"Bracken Ridge","",NA,"","Unknown","Unknown","",""
457,15,"AUS","Australia",7,"Queensland",457,"Bray Park","",NA,"","Unknown","Unknown","",""
458,15,"AUS","Australia",7,"Queensland",458,"Bribie Island","",NA,"","Unknown","Unknown","",""
459,15,"AUS","Australia",7,"Queensland",459,"Bridgeman Downs","",NA,"","Unknown","Unknown","",""
460,15,"AUS","Australia",7,"Queensland",460,"Brighton","",NA,"","Unknown","Unknown","",""
461,15,"AUS","Australia",7,"Queensland",461,"Broadbeach-Mermaid Beach","",NA,"","Unknown","Unknown","",""
462,15,"AUS","Australia",7,"Queensland",462,"Broadbeach Waters","",NA,"","Unknown","Unknown","",""
463,15,"AUS","Australia",7,"Queensland",463,"Broadsound","AU.QL.BS",NA,"","Shire","Shire","",""
464,15,"AUS","Australia",7,"Queensland",464,"Brookfield (incl. Brisbane Forest Park)","",NA,"","Unknown","Unknown","",""
465,15,"AUS","Australia",7,"Queensland",465,"Browns Plains","",NA,"","Unknown","Unknown","",""
466,15,"AUS","Australia",7,"Queensland",466,"Bulimba","",NA,"","Unknown","Unknown","",""
467,15,"AUS","Australia",7,"Queensland",467,"Bulloo","AU.QL.BU",NA,"","Shire","Shire","",""
468,15,"AUS","Australia",7,"Queensland",468,"Bundaberg","AU.QL.BB",NA,"","City","City","",""
469,15,"AUS","Australia",7,"Queensland",469,"Bundall","",NA,"","Unknown","Unknown","",""
470,15,"AUS","Australia",7,"Queensland",470,"Bungil","AU.QL.BJ",NA,"","Shire","Shire","",""
471,15,"AUS","Australia",7,"Queensland",471,"Burbank","",NA,"","Unknown","Unknown","",""
472,15,"AUS","Australia",7,"Queensland",472,"Burdekin","AU.QL.BD",NA,"","Shire","Shire","",""
473,15,"AUS","Australia",7,"Queensland",473,"Burke","AU.QL.BK",NA,"","Shire","Shire","",""
474,15,"AUS","Australia",7,"Queensland",474,"Burleigh Heads","",NA,"","Unknown","Unknown","",""
475,15,"AUS","Australia",7,"Queensland",475,"Burleigh Waters","",NA,"","Unknown","Unknown","",""
476,15,"AUS","Australia",7,"Queensland",476,"Burnett  - Pt A","",NA,"","Shire","Shire","",""
477,15,"AUS","Australia",7,"Queensland",477,"Burnett  - Pt B","",NA,"","Shire","Shire","",""
478,15,"AUS","Australia",7,"Queensland",478,"Burpengary-Narangba","",NA,"","Unknown","Unknown","",""
479,15,"AUS","Australia",7,"Queensland",479,"Caboolture - Hinterland","",NA,"","Shire","Shire","",""
480,15,"AUS","Australia",7,"Queensland",480,"Caboolture - Midwest","",NA,"","Shire","Shire","",""
481,15,"AUS","Australia",7,"Queensland",481,"Caboolture  - Central","",NA,"","Shire","Shire","",""
482,15,"AUS","Australia",7,"Queensland",482,"Caboolture  - East","",NA,"","Shire","Shire","",""
483,15,"AUS","Australia",7,"Queensland",483,"Cairns - Central Suburbs","",NA,"","City","City","",""
484,15,"AUS","Australia",7,"Queensland",484,"Cairns - Mt Whitfield","",NA,"","City","City","",""
485,15,"AUS","Australia",7,"Queensland",485,"Cairns - Northern Suburbs","",NA,"","City","City","",""
486,15,"AUS","Australia",7,"Queensland",486,"Cairns - Pt B","",NA,"","City","City","",""
487,15,"AUS","Australia",7,"Queensland",487,"Cairns - Trinity","",NA,"","City","City","",""
488,15,"AUS","Australia",7,"Queensland",488,"Cairns - Western Suburbs","",NA,"","City","City","",""
489,15,"AUS","Australia",7,"Queensland",489,"Cairns  - Barron","",NA,"","City","City","",""
490,15,"AUS","Australia",7,"Queensland",490,"Cairns  - City","",NA,"","City","City","",""
491,15,"AUS","Australia",7,"Queensland",491,"Calamvale","",NA,"","Unknown","Unknown","",""
492,15,"AUS","Australia",7,"Queensland",492,"Calliope - Pt A","",NA,"","Shire","Shire","",""
493,15,"AUS","Australia",7,"Queensland",493,"Calliope - Pt B","",NA,"","Shire","Shire","",""
494,15,"AUS","Australia",7,"Queensland",494,"Caloundra - Caloundra N.","",NA,"","City","City","",""
495,15,"AUS","Australia",7,"Queensland",495,"Caloundra - Caloundra S.","",NA,"","City","City","",""
496,15,"AUS","Australia",7,"Queensland",496,"Caloundra - Hinterland","",NA,"","City","City","",""
497,15,"AUS","Australia",7,"Queensland",497,"Caloundra - Kawana","",NA,"","City","City","",""
498,15,"AUS","Australia",7,"Queensland",498,"Caloundra - Rail Corridor","",NA,"","City","City","",""
499,15,"AUS","Australia",7,"Queensland",499,"Cambooya - Pt A","",NA,"","Shire","Shire","",""
500,15,"AUS","Australia",7,"Queensland",500,"Cambooya - Pt B","",NA,"","Shire","Shire","",""
501,15,"AUS","Australia",7,"Queensland",501,"Camp Hill","",NA,"","Unknown","Unknown","",""
502,15,"AUS","Australia",7,"Queensland",502,"Cannon Hill","",NA,"","Unknown","Unknown","",""
503,15,"AUS","Australia",7,"Queensland",503,"Capalaba","",NA,"","Unknown","Unknown","",""
504,15,"AUS","Australia",7,"Queensland",504,"Carbrook-Cornubia","",NA,"","Unknown","Unknown","",""
505,15,"AUS","Australia",7,"Queensland",505,"Cardwell","AU.QL.CW",NA,"","Shire","Shire","",""
506,15,"AUS","Australia",7,"Queensland",506,"Carina Heights","",NA,"","Unknown","Unknown","",""
507,15,"AUS","Australia",7,"Queensland",507,"Carina","",NA,"","Unknown","Unknown","",""
508,15,"AUS","Australia",7,"Queensland",508,"Carindale","",NA,"","Unknown","Unknown","",""
509,15,"AUS","Australia",7,"Queensland",509,"Carpentaria","AU.QL.CA",NA,"","Shire","Shire","",""
510,15,"AUS","Australia",7,"Queensland",510,"Carrara-Merrimac","",NA,"","Unknown","Unknown","",""
511,15,"AUS","Australia",7,"Queensland",511,"Carseldine","",NA,"","Unknown","Unknown","",""
512,15,"AUS","Australia",7,"Queensland",512,"Central Pine West","",NA,"","Unknown","Unknown","",""
513,15,"AUS","Australia",7,"Queensland",513,"Chandler-Capalaba West","",NA,"","Unknown","Unknown","",""
514,15,"AUS","Australia",7,"Queensland",514,"Chapel Hill","",NA,"","Unknown","Unknown","",""
515,15,"AUS","Australia",7,"Queensland",515,"Charters Towers","AU.QL.CT",NA,"","City","City","",""
516,15,"AUS","Australia",7,"Queensland",516,"Chelmer","",NA,"","Unknown","Unknown","",""
517,15,"AUS","Australia",7,"Queensland",517,"Cherbourg","AU.QL.CG",NA,"","Community Government Council","Community Government Council","",""
518,15,"AUS","Australia",7,"Queensland",518,"Chermside West","",NA,"","Unknown","Unknown","",""
519,15,"AUS","Australia",7,"Queensland",519,"Chermside","",NA,"","Unknown","Unknown","",""
520,15,"AUS","Australia",7,"Queensland",520,"Chinchilla","AU.QL.CH",NA,"","Shire","Shire","",""
521,15,"AUS","Australia",7,"Queensland",521,"City - Inner","",NA,"","Unknown","Unknown","",""
522,15,"AUS","Australia",7,"Queensland",522,"City - Remainder","",NA,"","Unknown","Unknown","",""
523,15,"AUS","Australia",7,"Queensland",523,"City","",NA,"","Unknown","Unknown","",""
524,15,"AUS","Australia",7,"Queensland",524,"Clayfield","",NA,"","Unknown","Unknown","",""
525,15,"AUS","Australia",7,"Queensland",525,"Cleveland","",NA,"","Unknown","Unknown","",""
526,15,"AUS","Australia",7,"Queensland",526,"Clifton","AU.QL.CF",NA,"","Shire","Shire","",""
527,15,"AUS","Australia",7,"Queensland",527,"Cloncurry","AU.QL.CL",NA,"","Shire","Shire","",""
528,15,"AUS","Australia",7,"Queensland",528,"Clontarf","",NA,"","Unknown","Unknown","",""
529,15,"AUS","Australia",7,"Queensland",529,"Cook","AU.QL.CK",NA,"","Shire","Shire","",""
530,15,"AUS","Australia",7,"Queensland",530,"Coolangatta","",NA,"","Unknown","Unknown","",""
531,15,"AUS","Australia",7,"Queensland",531,"Cooloola - Gympie only","",NA,"","Shire","Shire","",""
532,15,"AUS","Australia",7,"Queensland",532,"Cooloola (excl. Gympie)","",NA,"","Shire","Shire","",""
533,15,"AUS","Australia",7,"Queensland",533,"Coombabah","",NA,"","Unknown","Unknown","",""
534,15,"AUS","Australia",7,"Queensland",534,"Coopers Plains","",NA,"","Unknown","Unknown","",""
535,15,"AUS","Australia",7,"Queensland",535,"Coorparoo","",NA,"","Unknown","Unknown","",""
536,15,"AUS","Australia",7,"Queensland",536,"Corinda","",NA,"","Unknown","Unknown","",""
537,15,"AUS","Australia",7,"Queensland",537,"Cranbrook","",NA,"","Unknown","Unknown","",""
538,15,"AUS","Australia",7,"Queensland",538,"Crow's Nest - Pt A","",NA,"","Shire","Shire","",""
539,15,"AUS","Australia",7,"Queensland",539,"Crow's Nest - Pt B","",NA,"","Shire","Shire","",""
540,15,"AUS","Australia",7,"Queensland",540,"Croydon","AU.QL.CR",NA,"","Shire","Shire","",""
541,15,"AUS","Australia",7,"Queensland",541,"Currajong","",NA,"","Unknown","Unknown","",""
542,15,"AUS","Australia",7,"Queensland",542,"Currumbin Valley-Tallebudgera","",NA,"","Unknown","Unknown","",""
543,15,"AUS","Australia",7,"Queensland",543,"Currumbin Waters","",NA,"","Unknown","Unknown","",""
544,15,"AUS","Australia",7,"Queensland",544,"Currumbin","",NA,"","Unknown","Unknown","",""
545,15,"AUS","Australia",7,"Queensland",545,"Daisy Hill-Priestdale","",NA,"","Unknown","Unknown","",""
546,15,"AUS","Australia",7,"Queensland",546,"Dakabin-Kallangur-M. Downs","",NA,"","Unknown","Unknown","",""
547,15,"AUS","Australia",7,"Queensland",547,"Dalby","AU.QL.DB",NA,"","Town","Town","",""
548,15,"AUS","Australia",7,"Queensland",548,"Dalrymple","AU.QL.DR",NA,"","Shire","Shire","",""
549,15,"AUS","Australia",7,"Queensland",549,"Darra-Sumner","",NA,"","Unknown","Unknown","",""
550,15,"AUS","Australia",7,"Queensland",550,"Dauan","",NA,"","Unknown","Unknown","",""
551,15,"AUS","Australia",7,"Queensland",551,"Deagon","",NA,"","Unknown","Unknown","",""
552,15,"AUS","Australia",7,"Queensland",552,"Deception Bay","",NA,"","Unknown","Unknown","",""
553,15,"AUS","Australia",7,"Queensland",553,"Diamantina","AU.QL.DI",NA,"","Shire","Shire","",""
554,15,"AUS","Australia",7,"Queensland",554,"Doolandella-Forest Lake","",NA,"","Unknown","Unknown","",""
555,15,"AUS","Australia",7,"Queensland",555,"Doomadgee","AU.QL.DM",NA,"","Community Government Council","Community Government Council","",""
556,15,"AUS","Australia",7,"Queensland",556,"Douglas","AU.QL.DG",NA,"","Shire","Shire","",""
557,15,"AUS","Australia",7,"Queensland",557,"Duaringa","AU.QL.DU",NA,"","Shire","Shire","",""
558,15,"AUS","Australia",7,"Queensland",558,"Durack","",NA,"","Unknown","Unknown","",""
559,15,"AUS","Australia",7,"Queensland",559,"Dutton Park","",NA,"","Unknown","Unknown","",""
560,15,"AUS","Australia",7,"Queensland",560,"Eacham","AU.QL.EA",NA,"","Shire","Shire","",""
561,15,"AUS","Australia",7,"Queensland",561,"Eagleby","",NA,"","Unknown","Unknown","",""
562,15,"AUS","Australia",7,"Queensland",562,"East Brisbane","",NA,"","Unknown","Unknown","",""
563,15,"AUS","Australia",7,"Queensland",563,"Edens Landing-Holmview","",NA,"","Unknown","Unknown","",""
564,15,"AUS","Australia",7,"Queensland",564,"Eidsvold","AU.QL.EI",NA,"","Shire","Shire","",""
565,15,"AUS","Australia",7,"Queensland",565,"Eight Mile Plains","",NA,"","Unknown","Unknown","",""
566,15,"AUS","Australia",7,"Queensland",566,"Elanora","",NA,"","Unknown","Unknown","",""
567,15,"AUS","Australia",7,"Queensland",567,"Ellen Grove","",NA,"","Unknown","Unknown","",""
568,15,"AUS","Australia",7,"Queensland",568,"Emerald","AU.QL.EM",NA,"","Shire","Shire","",""
569,15,"AUS","Australia",7,"Queensland",569,"Enoggera","",NA,"","Unknown","Unknown","",""
570,15,"AUS","Australia",7,"Queensland",570,"Erub","",NA,"","Shire","Shire","",""
571,15,"AUS","Australia",7,"Queensland",571,"Esk","AU.QL.ES",NA,"","Shire","Shire","",""
572,15,"AUS","Australia",7,"Queensland",572,"Etheridge","AU.QL.ET",NA,"","Shire","Shire","",""
573,15,"AUS","Australia",7,"Queensland",573,"Everton Park","",NA,"","Unknown","Unknown","",""
574,15,"AUS","Australia",7,"Queensland",574,"Fairfield","",NA,"","Unknown","Unknown","",""
575,15,"AUS","Australia",7,"Queensland",575,"Ferny Grove","",NA,"","Unknown","Unknown","",""
576,15,"AUS","Australia",7,"Queensland",576,"Fig Tree Pocket","",NA,"","Unknown","Unknown","",""
577,15,"AUS","Australia",7,"Queensland",577,"Fitzroy - Pt A","",NA,"","Shire","Shire","",""
578,15,"AUS","Australia",7,"Queensland",578,"Fitzroy - Pt B","",NA,"","Shire","Shire","",""
579,15,"AUS","Australia",7,"Queensland",579,"Flinders","AU.QL.FL",NA,"","Shire","Shire","",""
580,15,"AUS","Australia",7,"Queensland",580,"Fortitude Valley","",NA,"","Unknown","Unknown","",""
581,15,"AUS","Australia",7,"Queensland",581,"Garbutt","",NA,"","Unknown","Unknown","",""
582,15,"AUS","Australia",7,"Queensland",582,"Gatton","AU.QL.GT",NA,"","Shire","Shire","",""
583,15,"AUS","Australia",7,"Queensland",583,"Gayndah","AU.QL.GD",NA,"","Shire","Shire","",""
584,15,"AUS","Australia",7,"Queensland",584,"Geebung","",NA,"","Unknown","Unknown","",""
585,15,"AUS","Australia",7,"Queensland",585,"Gladstone","AU.QL.GL",NA,"","City","City","",""
586,15,"AUS","Australia",7,"Queensland",586,"Goondiwind","",NA,"","Town","Town","",""
587,15,"AUS","Australia",7,"Queensland",587,"Graceville","",NA,"","Unknown","Unknown","",""
588,15,"AUS","Australia",7,"Queensland",588,"Grange","",NA,"","Unknown","Unknown","",""
589,15,"AUS","Australia",7,"Queensland",589,"Greenbank-Boronia Heights","",NA,"","Unknown","Unknown","",""
590,15,"AUS","Australia",7,"Queensland",590,"Greenslopes","",NA,"","Unknown","Unknown","",""
591,15,"AUS","Australia",7,"Queensland",591,"Griffin-Mango Hill","",NA,"","Unknown","Unknown","",""
592,15,"AUS","Australia",7,"Queensland",592,"Guanaba-Springbrook","",NA,"","Unknown","Unknown","",""
593,15,"AUS","Australia",7,"Queensland",593,"Gulliver","",NA,"","Unknown","Unknown","",""
594,15,"AUS","Australia",7,"Queensland",594,"Gumdale-Ransome","",NA,"","Unknown","Unknown","",""
595,15,"AUS","Australia",7,"Queensland",595,"Hamilton","",NA,"","Unknown","Unknown","",""
596,15,"AUS","Australia",7,"Queensland",596,"Hammond","",NA,"","Unknown","Unknown","",""
597,15,"AUS","Australia",7,"Queensland",597,"Hawthorne","",NA,"","Unknown","Unknown","",""
598,15,"AUS","Australia",7,"Queensland",598,"Heatley","",NA,"","Unknown","Unknown","",""
599,15,"AUS","Australia",7,"Queensland",599,"Helensvale","",NA,"","Unknown","Unknown","",""
600,15,"AUS","Australia",7,"Queensland",600,"Hemmant-Lytton","",NA,"","Unknown","Unknown","",""
601,15,"AUS","Australia",7,"Queensland",601,"Hendra","",NA,"","Unknown","Unknown","",""
602,15,"AUS","Australia",7,"Queensland",602,"Herberton","AU.QL.HE",NA,"","Shire","Shire","",""
603,15,"AUS","Australia",7,"Queensland",603,"Hermit Park","",NA,"","Unknown","Unknown","",""
604,15,"AUS","Australia",7,"Queensland",604,"Herston","",NA,"","Unknown","Unknown","",""
605,15,"AUS","Australia",7,"Queensland",605,"Hervey Bay - Pt A","",NA,"","City","City","",""
606,15,"AUS","Australia",7,"Queensland",606,"Hervey Bay - Pt B","",NA,"","City","City","",""
607,15,"AUS","Australia",7,"Queensland",607,"Highgate Hill","",NA,"","Unknown","Unknown","",""
608,15,"AUS","Australia",7,"Queensland",608,"Hills District","",NA,"","Unknown","Unknown","",""
609,15,"AUS","Australia",7,"Queensland",609,"Hinchinbrook","AU.QL.HI",NA,"","Shire","Shire","",""
610,15,"AUS","Australia",7,"Queensland",610,"Holland Park West","",NA,"","Unknown","Unknown","",""
611,15,"AUS","Australia",7,"Queensland",611,"Holland Park","",NA,"","Unknown","Unknown","",""
612,15,"AUS","Australia",7,"Queensland",612,"Hope Island","",NA,"","Unknown","Unknown","",""
613,15,"AUS","Australia",7,"Queensland",613,"Hopevale","AU.QL.HO",NA,"","Community Government Council","Community Government Council","",""
614,15,"AUS","Australia",7,"Queensland",614,"Hyde Park-Mysterton","",NA,"","Unknown","Unknown","",""
615,15,"AUS","Australia",7,"Queensland",615,"Iama","",NA,"","Unknown","Unknown","",""
616,15,"AUS","Australia",7,"Queensland",616,"Ilfracombe","AU.QL.IL",NA,"","Shire","Shire","",""
617,15,"AUS","Australia",7,"Queensland",617,"Inala","",NA,"","Unknown","Unknown","",""
618,15,"AUS","Australia",7,"Queensland",618,"Indooroopilly","",NA,"","Unknown","Unknown","",""
619,15,"AUS","Australia",7,"Queensland",619,"Inglewood","AU.QL.IN",NA,"","Shire","Shire","",""
620,15,"AUS","Australia",7,"Queensland",620,"Injinoo","",NA,"","Shire","Shire","",""
621,15,"AUS","Australia",7,"Queensland",621,"Ipswich - Central","",NA,"","City","City","",""
622,15,"AUS","Australia",7,"Queensland",622,"Ipswich - East","",NA,"","City","City","",""
623,15,"AUS","Australia",7,"Queensland",623,"Ipswich - North","",NA,"","City","City","",""
624,15,"AUS","Australia",7,"Queensland",624,"Ipswich - South-West","",NA,"","City","City","",""
625,15,"AUS","Australia",7,"Queensland",625,"Ipswich - West","",NA,"","City","City","",""
626,15,"AUS","Australia",7,"Queensland",626,"Isisford","AU.QL.IF",NA,"","Shire","Shire","",""
627,15,"AUS","Australia",7,"Queensland",627,"Isis","AU.QL.IS",NA,"","Shire","Shire","",""
628,15,"AUS","Australia",7,"Queensland",628,"Jacobs Well-Alberton","",NA,"","Unknown","Unknown","",""
629,15,"AUS","Australia",7,"Queensland",629,"Jamboree Heights","",NA,"","Unknown","Unknown","",""
630,15,"AUS","Australia",7,"Queensland",630,"Jericho","AU.QL.JE",NA,"","Shire","Shire","",""
631,15,"AUS","Australia",7,"Queensland",631,"Jindalee","",NA,"","Unknown","Unknown","",""
632,15,"AUS","Australia",7,"Queensland",632,"Johnstone","AU.QL.JS",NA,"","Shire","Shire","",""
633,15,"AUS","Australia",7,"Queensland",633,"Jondaryan - Pt A","",NA,"","Shire","Shire","",""
634,15,"AUS","Australia",7,"Queensland",634,"Jondaryan - Pt B","",NA,"","Shire","Shire","",""
635,15,"AUS","Australia",7,"Queensland",635,"Kangaroo Point","",NA,"","Unknown","Unknown","",""
636,15,"AUS","Australia",7,"Queensland",636,"Karana Downs-Lake Manchester","",NA,"","Unknown","Unknown","",""
637,15,"AUS","Australia",7,"Queensland",637,"Kedron","",NA,"","Unknown","Unknown","",""
638,15,"AUS","Australia",7,"Queensland",638,"Kelso","",NA,"","Unknown","Unknown","",""
639,15,"AUS","Australia",7,"Queensland",639,"Kelvin Grove","",NA,"","Unknown","Unknown","",""
640,15,"AUS","Australia",7,"Queensland",640,"Kenmore Hills","",NA,"","Unknown","Unknown","",""
641,15,"AUS","Australia",7,"Queensland",641,"Kenmore","",NA,"","Unknown","Unknown","",""
642,15,"AUS","Australia",7,"Queensland",642,"Keperra","",NA,"","Unknown","Unknown","",""
